household_id,district,province,urbanization_level,members_in_house,roofless_persons,roof_persons,income_lkr,computers_owned,dialog_subscriptions,slt_subscriptions,hutch_subscriptions,other_subscriptions,smartphone_count,electricity_available,has_4g_coverage,has_fiber_coverage,downlink_speed_mbps,uplink_speed_mbps,avg_monthly_broadband_bill_lkr,dialog_sentiment,slt_sentiment,hutch_sentiment,overall_bb_satisfaction_score,digital_literacy_score,ecommerce_usage_score,starlink_awareness,starlink_sentiment_score,starlink_prob_proxy,starlink_proxy_adoption
HH0003330,Kurunegala,North-western,Rural,10,0,10,162419.64,0,12,2,3,2,4,1,1,0,13.3,3.8,2088.59,-0.057,0.221,-0.314,-0.05,0.71,0.13,0,0.281,0.0097,No
HH0003331,Ampara,Eastern,Rural,2,0,2,150819.61,0,4,2,1,0,1,1,1,0,18.0,4.4,2826.74,0.259,0.17,-0.182,0.082,0.63,0.43,0,0.229,0.0736,No
HH0003332,Puttalam,North-western,Rural,1,0,1,257178.21,0,2,0,0,0,0,1,1,1,14.6,6.1,2288.58,0.219,-0.003,-0.27,-0.018,0.6,0.21,1,0.544,0.0253,No
HH0003333,Gampaha,Western,Urban,3,0,3,268164.34,0,2,1,1,0,3,1,1,0,17.4,8.3,4990.36,0.287,0.311,0.328,0.309,0.62,0.48,1,0.327,0.6769,Yes
HH0003334,Gampaha,Western,Urban,5,0,5,214084.95,2,10,1,1,0,4,1,1,0,25.0,6.9,4892.99,0.287,0.311,0.328,0.309,0.73,0.36,0,0.327,0.3422,No
HH0003335,Monaragala,Uva,Rural,2,0,2,164449.69,0,3,1,1,1,0,1,1,0,17.7,4.7,3151.99,-0.059,0.046,0.226,0.071,0.42,0.15,0,0.309,0.124,No
HH0003336,Puttalam,North-western,Rural,2,0,2,137769.31,0,1,0,0,0,2,1,1,0,9.6,6.0,2029.86,0.219,-0.003,-0.27,-0.018,0.52,0.06,0,0.544,0.0063,No
HH0003337,Ratnapura,Sabaragamuwa,Rural,2,0,2,107767.54,0,2,0,1,0,4,1,1,0,22.4,4.1,2395.87,-0.001,-0.143,0.386,0.081,0.53,0.19,0,0.176,0.0166,No
HH0003338,Puttalam,North-western,Rural,1,0,1,174503.97,0,0,1,1,0,2,0,1,1,20.5,5.2,2558.66,0.219,-0.003,-0.27,-0.018,0.63,0.02,0,0.544,0.0168,No
HH0003339,Batticaloa,Eastern,Rural,3,0,3,94318.94,0,3,1,1,0,0,1,1,1,18.4,5.8,1995.23,0.248,-0.029,-0.129,0.03,0.6,0.17,0,0.192,0.0016,No
HH0003340,Trincomalee,Eastern,Rural,6,0,6,124189.57,1,3,2,3,0,5,1,1,0,11.9,3.9,2438.6,-0.027,0.101,-0.064,0.003,0.55,0.24,0,0.2,0.0302,No
HH0003341,Monaragala,Uva,Rural,1,0,1,106895.42,0,0,0,0,0,0,1,1,0,22.3,3.3,2292.34,-0.059,0.046,0.226,0.071,0.5,0.26,1,0.309,0.0361,No
HH0003342,Batticaloa,Eastern,Rural,1,0,1,76676.68,0,0,0,0,0,0,1,1,1,17.5,4.0,2660.98,0.248,-0.029,-0.129,0.03,0.64,0.15,0,0.192,0.0211,No
HH0003343,Ampara,Eastern,Rural,3,0,3,138830.0,0,3,0,1,0,0,1,1,0,21.7,6.9,2393.89,0.259,0.17,-0.182,0.082,0.57,0.04,0,0.229,0.0178,No
HH0003344,Gampaha,Western,Urban,6,0,6,136549.11,0,4,0,1,0,3,1,1,1,33.2,11.1,4828.64,0.287,0.311,0.328,0.309,0.79,0.75,0,0.327,0.1402,No
HH0003345,Matara,Southern,Semi-Urban,4,0,4,132291.2,0,4,1,1,1,4,1,1,1,22.5,4.2,3888.15,-0.062,-0.083,-0.003,-0.049,0.68,0.21,1,-0.099,0.3086,No
HH0003346,Kurunegala,North-western,Rural,2,0,2,229185.76,0,1,0,3,0,2,0,1,0,12.5,5.1,3313.62,-0.057,0.221,-0.314,-0.05,0.44,0.18,0,0.281,0.2246,No
HH0003347,Kalutara,Western,Semi-Urban,1,0,1,216070.03,0,1,0,1,0,1,1,1,0,24.2,7.5,2543.1,0.024,0.114,0.232,0.123,0.53,0.2,0,0.097,0.0126,No
HH0003348,Gampaha,Western,Urban,4,0,4,157499.48,1,3,1,1,1,3,1,1,1,34.4,8.2,4856.76,0.287,0.311,0.328,0.309,0.77,0.45,1,0.327,0.3469,No
HH0003349,Kandy,Central,Semi-Urban,3,0,3,233957.5,1,4,0,0,0,5,1,1,0,25.0,7.1,3415.47,-0.018,0.197,-0.178,0.0,0.91,0.25,1,0.028,0.3713,No
HH0003350,Kalutara,Western,Semi-Urban,2,0,2,266722.65,0,2,0,0,0,4,1,1,0,21.8,7.1,2005.73,0.024,0.114,0.232,0.123,0.68,0.28,0,0.097,0.0019,No
HH0003351,Gampaha,Western,Urban,3,0,3,177079.57,0,3,1,0,1,3,1,1,1,31.2,8.6,4363.1,0.287,0.311,0.328,0.309,0.84,0.59,0,0.327,0.1049,No
HH0003352,Galle,Southern,Semi-Urban,3,0,3,148307.25,0,2,1,0,0,3,1,1,0,23.6,4.2,3144.65,0.033,-0.026,-0.139,-0.044,0.79,0.45,0,0.346,0.094,No
HH0003353,Ratnapura,Sabaragamuwa,Rural,2,0,2,103032.06,0,2,1,0,1,2,1,1,0,17.6,3.6,2809.63,-0.001,-0.143,0.386,0.081,0.75,0.26,0,0.176,0.0772,No
HH0003354,Hambantota,Southern,Rural,5,0,5,102015.13,0,4,4,1,0,6,0,1,0,19.3,5.3,2222.14,0.166,-0.112,0.131,0.062,0.6,0.07,0,0.435,0.0103,No
HH0003355,Gampaha,Western,Urban,3,0,3,181303.81,1,4,3,0,0,0,1,1,0,25.0,8.9,4267.8,0.287,0.311,0.328,0.309,0.75,0.42,0,0.327,0.2203,No
HH0003356,Colombo,Western,Urban,4,0,4,373227.81,1,2,0,1,0,3,1,1,1,21.6,8.8,5056.71,0.076,0.151,-0.016,0.07,0.77,0.53,0,0.565,0.3039,No
HH0003357,Kurunegala,North-western,Rural,3,0,3,198532.41,1,1,0,0,0,0,1,1,0,10.5,5.0,2105.22,-0.057,0.221,-0.314,-0.05,0.5,0.14,0,0.281,0.0092,No
HH0003358,Nuwara Eliya,Central,Rural,6,0,6,152979.98,0,7,4,3,1,2,1,1,0,14.7,7.0,2589.39,0.196,0.013,-0.27,-0.02,0.54,0.19,1,0.303,0.1418,No
HH0003359,Anuradhapura,North-central,Rural,3,0,3,120643.05,0,3,2,0,0,2,1,1,0,20.7,4.7,2795.75,-0.166,-0.084,0.269,0.006,0.56,0.19,1,-0.263,0.1924,No
HH0003360,Trincomalee,Eastern,Rural,2,0,2,81672.83,0,1,2,1,1,1,1,1,0,18.9,4.5,1998.81,-0.027,0.101,-0.064,0.003,0.37,0.25,0,0.2,0.0032,No
HH0003361,Anuradhapura,North-central,Rural,5,0,5,42499.23,0,3,2,0,0,8,1,1,0,17.1,4.8,2232.1,-0.166,-0.084,0.269,0.006,0.55,0.24,0,-0.263,0.0102,No
HH0003362,Kalutara,Western,Semi-Urban,5,0,5,178892.74,0,7,1,4,0,0,1,1,0,22.0,9.3,2379.2,0.024,0.114,0.232,0.123,0.81,0.26,1,0.097,0.0327,No
HH0003363,Kurunegala,North-western,Rural,4,0,4,122886.99,0,7,3,0,0,2,1,1,0,14.2,3.5,2910.63,-0.057,0.221,-0.314,-0.05,0.71,0.18,1,0.281,0.3286,No
HH0003364,Kalutara,Western,Semi-Urban,3,0,3,195986.86,0,1,1,0,0,5,1,1,0,17.4,6.3,2444.72,0.024,0.114,0.232,0.123,0.73,0.3,0,0.097,0.0134,No
HH0003365,Ratnapura,Sabaragamuwa,Rural,5,0,5,160603.32,0,5,4,2,0,0,1,1,0,21.5,5.6,2234.25,-0.001,-0.143,0.386,0.081,0.44,0.21,0,0.176,0.0087,No
HH0003366,Ampara,Eastern,Rural,4,0,4,89994.39,0,2,4,2,1,1,1,1,0,9.3,5.3,2759.19,0.259,0.17,-0.182,0.082,0.69,0.15,0,0.229,0.0789,No
HH0003367,Kandy,Central,Semi-Urban,4,0,4,228262.92,0,3,1,0,0,6,1,1,0,19.9,7.2,2759.27,-0.018,0.197,-0.178,0.0,0.76,0.11,0,0.028,0.0407,No
HH0003368,Kalutara,Western,Semi-Urban,3,0,3,102410.0,0,2,0,0,0,1,1,1,0,25.0,9.5,2322.34,0.024,0.114,0.232,0.123,0.72,0.28,1,0.097,0.0215,No
HH0003369,Gampaha,Western,Urban,3,0,3,195649.52,2,3,1,0,1,4,1,1,0,25.0,8.8,4109.05,0.287,0.311,0.328,0.309,0.76,0.57,0,0.327,0.1933,No
HH0003370,Kurunegala,North-western,Rural,2,0,2,46806.11,0,2,0,0,0,0,1,1,0,17.9,4.8,1531.08,-0.057,0.221,-0.314,-0.05,0.55,0.08,0,0.281,0.0002,No
HH0003371,Gampaha,Western,Urban,3,0,3,191941.78,0,5,0,2,1,4,1,1,1,26.4,9.9,5516.76,0.287,0.311,0.328,0.309,0.89,0.54,1,0.327,0.5561,Yes
HH0003372,Batticaloa,Eastern,Rural,4,0,4,114256.74,0,5,0,1,1,1,1,1,0,13.3,4.9,3041.58,0.248,-0.029,-0.129,0.03,0.56,0.05,0,0.192,0.1316,No
HH0003373,Kalutara,Western,Semi-Urban,7,0,7,164183.94,0,7,1,3,1,6,1,1,1,26.4,6.5,2458.51,0.024,0.114,0.232,0.123,0.57,0.37,1,0.097,0.0124,No
HH0003374,Kurunegala,North-western,Rural,2,0,2,156279.0,1,3,0,1,1,0,1,1,0,7.9,3.6,1992.23,-0.057,0.221,-0.314,-0.05,0.48,0.0,0,0.281,0.0056,No
HH0003375,Anuradhapura,North-central,Rural,3,0,3,113894.86,0,4,2,0,1,1,1,1,0,13.9,5.8,2551.66,-0.166,-0.084,0.269,0.006,0.81,0.2,0,-0.263,0.0519,No
HH0003376,Puttalam,North-western,Rural,4,0,4,171751.87,0,4,1,0,0,4,1,1,0,16.5,5.6,1986.39,0.219,-0.003,-0.27,-0.018,0.6,0.19,1,0.544,0.015,No
HH0003377,Puttalam,North-western,Rural,3,0,3,198061.11,0,1,1,0,0,2,1,1,0,25.0,5.3,2331.29,0.219,-0.003,-0.27,-0.018,0.67,0.09,0,0.544,0.0176,No
HH0003378,Gampaha,Western,Urban,3,0,3,192437.45,0,3,1,0,1,4,1,1,0,25.0,10.1,3715.12,0.287,0.311,0.328,0.309,0.76,0.26,0,0.327,0.1233,No
HH0003379,Colombo,Western,Urban,1,0,1,209684.26,0,0,0,0,0,1,1,1,1,25.4,9.2,4935.78,0.076,0.151,-0.016,0.07,0.83,0.59,1,0.565,0.5482,Yes
HH0003380,Kurunegala,North-western,Rural,3,0,3,182301.93,0,2,2,2,0,1,1,1,0,10.0,5.3,2435.88,-0.057,0.221,-0.314,-0.05,0.63,0.15,0,0.281,0.0388,No
HH0003381,Matale,Central,Rural,4,0,4,150500.89,0,1,2,1,0,2,1,1,0,21.7,6.4,2342.72,0.043,-0.288,-0.093,-0.113,0.63,0.18,0,0.488,0.0224,No
HH0003382,Galle,Southern,Semi-Urban,5,0,5,163989.67,0,7,5,2,0,5,1,1,0,20.8,6.6,2867.11,0.033,-0.026,-0.139,-0.044,0.73,0.15,0,0.346,0.0533,No
HH0003383,Colombo,Western,Urban,1,0,1,315218.6,0,0,1,1,0,0,1,1,1,28.1,6.3,3955.33,0.076,0.151,-0.016,0.07,0.72,0.42,1,0.565,0.2686,No
HH0003384,Kalutara,Western,Semi-Urban,1,0,1,135704.43,0,2,1,0,0,0,1,1,1,19.4,8.1,2814.17,0.024,0.114,0.232,0.123,0.61,0.29,0,0.097,0.0134,No
HH0003385,Colombo,Western,Urban,2,0,2,384412.82,0,4,0,0,0,2,1,1,0,25.0,6.3,5782.11,0.076,0.151,-0.016,0.07,1.0,0.21,1,0.565,0.8709,Yes
HH0003386,Badulla,Uva,Rural,1,0,1,177923.7,0,1,0,0,0,2,1,1,0,21.2,5.7,1753.48,0.096,0.056,-0.215,-0.021,0.48,0.14,0,0.285,0.0009,No
HH0003387,Kalutara,Western,Semi-Urban,4,0,4,131766.57,0,5,0,1,2,3,1,1,0,25.0,7.8,2531.13,0.024,0.114,0.232,0.123,0.67,0.16,1,0.097,0.0425,No
HH0003388,Kilinochchi,Northern,Rural,4,0,4,73136.44,0,5,2,1,0,3,1,1,0,25.0,5.1,2633.05,0.23,0.157,-0.148,0.08,0.6,0.07,0,0.028,0.0332,No
HH0003389,Colombo,Western,Urban,6,0,6,321996.22,0,4,1,0,0,9,1,1,1,19.4,10.8,4938.45,0.076,0.151,-0.016,0.07,0.94,0.44,0,0.565,0.3301,No
HH0003390,Kurunegala,North-western,Rural,2,0,2,157039.94,0,0,1,0,0,1,1,1,0,11.7,4.3,2487.22,-0.057,0.221,-0.314,-0.05,0.59,0.17,1,0.281,0.1257,No
HH0003391,Kandy,Central,Semi-Urban,3,0,3,179129.53,0,3,2,0,0,6,1,1,1,22.6,5.4,2974.15,-0.018,0.197,-0.178,0.0,0.92,0.36,0,0.028,0.0307,No
HH0003392,Monaragala,Uva,Rural,3,0,3,124008.98,0,3,2,1,0,0,1,1,0,17.1,3.6,2560.23,-0.059,0.046,0.226,0.071,0.64,0.11,1,0.309,0.1148,No
HH0003393,Monaragala,Uva,Rural,1,0,1,100600.38,0,1,1,0,0,0,1,1,0,15.2,3.3,2721.49,-0.059,0.046,0.226,0.071,0.64,0.05,0,0.309,0.0607,No
HH0003394,Kandy,Central,Semi-Urban,2,0,2,195273.59,1,4,0,0,0,2,1,1,0,25.0,7.6,3603.98,-0.018,0.197,-0.178,0.0,0.77,0.06,0,0.028,0.1731,No
HH0003395,Monaragala,Uva,Rural,3,0,3,133181.78,1,3,0,1,0,4,1,1,0,13.1,4.1,2325.22,-0.059,0.046,0.226,0.071,0.56,0.2,0,0.309,0.0177,No
HH0003396,Kegalle,Sabaragamuwa,Rural,4,0,4,120076.72,0,4,1,0,0,2,1,1,0,17.7,4.2,3000.2,-0.025,0.034,-0.226,-0.072,0.5,0.14,0,-0.101,0.122,No
HH0003397,Polonnaruwa,North-central,Rural,6,0,6,194006.98,0,5,3,2,0,2,1,1,0,21.5,4.8,2437.08,-0.134,-0.014,-0.243,-0.13,0.52,0.24,1,0.203,0.0914,No
HH0003398,Badulla,Uva,Rural,3,0,3,148705.66,0,2,2,1,0,2,1,1,0,14.0,6.8,2765.91,0.096,0.056,-0.215,-0.021,0.48,0.09,0,0.285,0.0731,No
HH0003399,Kalutara,Western,Semi-Urban,2,0,2,289435.55,0,2,1,0,0,0,1,1,1,23.3,9.3,2440.24,0.024,0.114,0.232,0.123,0.75,0.32,0,0.097,0.0048,No
HH0003400,Mullaitivu,Northern,Rural,5,0,5,47861.69,0,4,4,1,0,3,1,1,0,16.5,2.8,2028.96,-0.205,-0.053,-0.209,-0.156,0.66,0.18,0,0.26,0.0064,No
HH0003401,Colombo,Western,Urban,5,0,5,177608.02,0,6,1,1,0,6,1,1,1,22.9,5.7,5590.34,0.076,0.151,-0.016,0.07,0.72,0.42,1,0.565,0.6527,Yes
HH0003402,Colombo,Western,Urban,4,0,4,314712.99,0,2,1,0,0,0,1,1,1,30.5,10.9,5572.91,0.076,0.151,-0.016,0.07,0.89,0.47,1,0.565,0.6457,Yes
HH0003403,Kegalle,Sabaragamuwa,Rural,5,0,5,159717.94,0,7,3,1,0,3,1,1,0,11.4,5.1,2484.04,-0.025,0.034,-0.226,-0.072,0.47,0.27,0,-0.101,0.0383,No
HH0003404,Kandy,Central,Semi-Urban,1,0,1,130772.5,0,1,0,0,0,2,1,1,1,22.6,8.2,2794.83,-0.018,0.197,-0.178,0.0,0.62,0.1,0,0.028,0.0145,No
HH0003405,Puttalam,North-western,Rural,8,0,8,210089.63,1,8,4,1,0,2,1,1,0,13.5,2.9,2695.64,0.219,-0.003,-0.27,-0.018,0.59,0.02,0,0.544,0.0695,No
HH0003406,Anuradhapura,North-central,Rural,1,0,1,139298.73,0,2,0,1,0,0,1,0,0,22.1,4.8,2382.96,-0.166,-0.084,0.269,0.006,0.68,0.24,0,-0.263,0.0217,No
HH0003407,Badulla,Uva,Rural,2,0,2,71514.4,1,3,1,1,0,1,1,1,0,22.9,3.7,2857.94,0.096,0.056,-0.215,-0.021,0.46,0.21,0,0.285,0.0654,No
HH0003408,Kegalle,Sabaragamuwa,Rural,2,0,2,197852.26,0,1,1,0,1,2,1,1,0,17.4,5.6,1871.11,-0.025,0.034,-0.226,-0.072,0.44,0.19,0,-0.101,0.0022,No
HH0003409,Kalutara,Western,Semi-Urban,3,0,3,89568.49,0,4,0,0,0,3,1,1,1,25.6,8.6,2034.45,0.024,0.114,0.232,0.123,0.71,0.41,1,0.097,0.0025,No
HH0003410,Colombo,Western,Urban,3,0,3,436882.56,0,2,1,1,0,2,1,1,1,24.6,8.9,5005.91,0.076,0.151,-0.016,0.07,0.91,0.41,0,0.565,0.3071,No
HH0003411,Galle,Southern,Semi-Urban,2,0,2,189101.29,0,0,0,1,0,1,1,1,0,15.3,5.1,3226.51,0.033,-0.026,-0.139,-0.044,0.65,0.29,0,0.346,0.1193,No
HH0003412,Gampaha,Western,Urban,4,0,4,283851.63,0,5,3,0,0,2,1,1,1,30.2,9.3,5906.01,0.287,0.311,0.328,0.309,0.79,0.46,1,0.327,0.5707,Yes
HH0003413,Colombo,Western,Urban,3,0,3,281604.77,0,3,0,0,0,4,1,1,1,20.4,10.1,5099.15,0.076,0.151,-0.016,0.07,0.86,0.41,1,0.565,0.6253,Yes
HH0003414,Matale,Central,Rural,9,0,9,91123.95,0,10,5,1,0,4,1,1,0,19.1,4.3,2369.54,0.043,-0.288,-0.093,-0.113,0.58,0.01,1,0.488,0.0753,No
HH0003415,Anuradhapura,North-central,Rural,5,0,5,182856.03,0,5,2,1,0,5,1,1,0,17.9,5.7,2741.5,-0.166,-0.084,0.269,0.006,0.54,0.28,1,-0.263,0.1835,No
HH0003416,Vavuniya,Northern,Rural,3,0,3,81505.27,1,3,1,1,1,3,1,1,1,14.0,5.4,1369.71,-0.184,0.025,-0.074,-0.078,0.53,0.2,0,0.303,0.0,No
HH0003417,Kandy,Central,Semi-Urban,4,0,4,165670.71,0,6,2,0,0,8,1,1,0,19.5,7.7,2479.66,-0.018,0.197,-0.178,0.0,0.74,0.08,0,0.028,0.0177,No
HH0003418,Trincomalee,Eastern,Rural,4,0,4,101778.47,0,3,2,3,0,2,1,1,0,14.1,4.2,2541.02,-0.027,0.101,-0.064,0.003,0.5,0.13,0,0.2,0.0371,No
HH0003419,Kalutara,Western,Semi-Urban,1,0,1,256170.14,0,1,1,0,0,1,1,1,0,18.8,9.1,2520.84,0.024,0.114,0.232,0.123,0.53,0.18,0,0.097,0.0138,No
HH0003420,Colombo,Western,Urban,7,0,7,326884.29,2,7,4,3,0,10,1,1,1,26.8,9.0,5247.17,0.076,0.151,-0.016,0.07,0.64,0.37,1,0.565,0.5572,Yes
HH0003421,Puttalam,North-western,Rural,3,0,3,184925.52,0,4,1,0,0,1,1,1,1,16.7,5.1,2416.56,0.219,-0.003,-0.27,-0.018,0.66,0.02,0,0.544,0.0122,No
HH0003422,Ampara,Eastern,Rural,3,0,3,181713.72,0,3,2,0,0,0,1,1,0,25.0,5.5,3003.73,0.259,0.17,-0.182,0.082,0.7,0.08,0,0.229,0.0985,No
HH0003423,Puttalam,North-western,Rural,2,0,2,191462.7,1,2,0,1,0,0,1,1,0,16.0,4.3,2191.57,0.219,-0.003,-0.27,-0.018,0.71,0.07,0,0.544,0.0135,No
HH0003424,Colombo,Western,Urban,3,0,3,268681.89,1,2,2,0,0,3,0,1,0,25.0,10.0,3806.93,0.076,0.151,-0.016,0.07,0.7,0.45,0,0.565,0.1918,No
HH0003425,Polonnaruwa,North-central,Rural,11,0,11,95636.96,0,17,7,3,0,5,1,1,0,20.4,6.9,2175.15,-0.134,-0.014,-0.243,-0.13,0.67,0.19,0,0.203,0.0122,No
HH0003426,Ampara,Eastern,Rural,4,0,4,113994.25,0,6,1,1,0,4,1,1,0,19.0,4.0,2444.05,0.259,0.17,-0.182,0.082,0.43,0.07,0,0.229,0.0196,No
HH0003427,Mannar,Northern,Rural,4,0,4,98885.24,0,4,2,1,0,0,1,0,0,15.1,8.0,2354.92,0.027,-0.179,-0.372,-0.175,0.44,0.0,1,0.156,0.0785,No
HH0003428,Ampara,Eastern,Rural,2,0,2,132739.98,0,0,1,0,0,2,1,1,1,14.1,6.1,2789.63,0.259,0.17,-0.182,0.082,0.65,0.26,0,0.229,0.0322,No
HH0003429,Badulla,Uva,Rural,3,0,3,75341.68,0,4,1,1,0,3,1,1,0,18.8,5.9,2128.31,0.096,0.056,-0.215,-0.021,0.56,0.14,0,0.285,0.0075,No
HH0003430,Batticaloa,Eastern,Rural,2,0,2,96593.52,1,1,0,0,0,1,1,1,0,21.3,7.1,1907.41,0.248,-0.029,-0.129,0.03,0.6,0.18,0,0.192,0.0023,No
HH0003431,Batticaloa,Eastern,Rural,3,0,3,137024.07,0,3,2,0,0,1,1,1,0,12.3,6.2,1986.5,0.248,-0.029,-0.129,0.03,0.57,0.01,0,0.192,0.0045,No
HH0003432,Kegalle,Sabaragamuwa,Rural,2,0,2,183739.28,0,2,3,1,0,2,1,1,0,14.0,2.2,2571.61,-0.025,0.034,-0.226,-0.072,0.44,0.16,0,-0.101,0.0459,No
HH0003433,Puttalam,North-western,Rural,7,0,7,165373.95,0,6,4,1,0,5,1,1,0,20.7,5.2,2111.74,0.219,-0.003,-0.27,-0.018,0.41,0.13,0,0.544,0.0062,No
HH0003434,Galle,Southern,Semi-Urban,3,0,3,227827.21,0,3,0,0,0,2,1,0,0,23.6,5.7,2868.59,0.033,-0.026,-0.139,-0.044,0.66,0.25,0,0.346,0.0478,No
HH0003435,Kurunegala,North-western,Rural,6,0,6,196409.96,1,7,5,1,0,5,1,1,0,14.5,4.9,2531.91,-0.057,0.221,-0.314,-0.05,0.72,0.29,0,0.281,0.0506,No
HH0003436,Nuwara Eliya,Central,Rural,5,0,5,60710.26,0,6,4,1,1,3,1,1,0,25.0,8.2,2413.82,0.196,0.013,-0.27,-0.02,0.52,0.04,1,0.303,0.0568,No
HH0003437,Kalutara,Western,Semi-Urban,5,0,5,110733.18,0,3,0,1,0,4,1,1,0,22.4,10.2,2292.57,0.024,0.114,0.232,0.123,0.68,0.44,0,0.097,0.0061,No
HH0003438,Batticaloa,Eastern,Rural,4,0,4,96842.91,0,4,2,0,0,3,1,1,1,13.3,7.5,2308.95,0.248,-0.029,-0.129,0.03,0.68,0.15,0,0.192,0.008,No
HH0003439,Ratnapura,Sabaragamuwa,Rural,4,0,4,79289.02,0,6,2,1,0,0,1,1,0,19.2,3.7,2116.46,-0.001,-0.143,0.386,0.081,0.6,0.14,1,0.176,0.02,No
HH0003440,Ratnapura,Sabaragamuwa,Rural,7,0,7,72206.1,0,13,2,2,0,5,1,1,0,23.6,4.5,2340.99,-0.001,-0.143,0.386,0.081,0.6,0.16,0,0.176,0.0133,No
HH0003441,Kandy,Central,Semi-Urban,3,0,3,199295.46,0,2,1,0,0,1,1,1,0,25.0,7.7,2821.3,-0.018,0.197,-0.178,0.0,0.67,0.25,1,0.028,0.1154,No
HH0003442,Jaffna,Northern,Semi-Urban,4,0,4,99972.93,0,6,2,1,1,4,1,1,0,23.5,6.0,3126.84,0.064,0.05,-0.159,-0.015,0.69,0.11,0,0.341,0.0761,No
HH0003443,Gampaha,Western,Urban,1,0,1,157191.01,1,1,0,0,0,0,1,1,0,21.5,8.3,3453.44,0.287,0.311,0.328,0.309,0.84,0.42,0,0.327,0.0989,No
HH0003444,Kegalle,Sabaragamuwa,Rural,2,0,2,200279.86,0,3,2,0,1,0,1,1,1,15.3,3.4,2538.89,-0.025,0.034,-0.226,-0.072,0.43,0.06,0,-0.101,0.0167,No
HH0003445,Kegalle,Sabaragamuwa,Rural,7,0,7,76231.84,0,11,4,4,0,3,1,1,0,18.0,4.0,2314.03,-0.025,0.034,-0.226,-0.072,0.63,0.22,0,-0.101,0.0192,No
HH0003446,Trincomalee,Eastern,Rural,4,0,4,123997.53,0,3,3,1,1,4,1,1,0,11.7,3.5,2363.49,-0.027,0.101,-0.064,0.003,0.51,0.39,1,0.2,0.0714,No
HH0003447,Anuradhapura,North-central,Rural,2,0,2,158064.63,1,1,1,0,0,4,1,1,0,13.8,5.3,2710.63,-0.166,-0.084,0.269,0.006,0.62,0.07,1,-0.263,0.1995,No
HH0003448,Kurunegala,North-western,Rural,2,0,2,151014.19,0,2,1,0,0,2,1,1,0,15.9,3.0,2807.07,-0.057,0.221,-0.314,-0.05,0.54,0.2,0,0.281,0.0853,No
HH0003449,Batticaloa,Eastern,Rural,4,0,4,115132.07,1,3,2,0,1,4,1,1,0,15.2,6.7,2487.26,0.248,-0.029,-0.129,0.03,0.7,0.12,0,0.192,0.0356,No
HH0003450,Colombo,Western,Urban,6,0,6,397385.74,0,8,1,1,1,3,1,1,1,20.8,8.1,4910.84,0.076,0.151,-0.016,0.07,0.78,0.48,0,0.565,0.2843,No
HH0003451,Galle,Southern,Semi-Urban,2,0,2,156738.36,0,1,0,0,0,2,1,1,0,18.9,5.4,2520.72,0.033,-0.026,-0.139,-0.044,0.79,0.2,0,0.346,0.0232,No
HH0003452,Kurunegala,North-western,Rural,2,0,2,120167.47,1,1,1,0,0,1,1,1,0,17.5,3.5,2714.13,-0.057,0.221,-0.314,-0.05,0.67,0.05,0,0.281,0.0716,No
HH0003453,Kurunegala,North-western,Rural,4,0,4,156240.12,0,4,1,0,0,1,1,1,0,10.9,4.3,1972.75,-0.057,0.221,-0.314,-0.05,0.72,0.18,0,0.281,0.0059,No
HH0003454,Nuwara Eliya,Central,Rural,5,0,5,94096.03,0,4,2,0,0,1,1,1,0,23.5,9.2,1710.92,0.196,0.013,-0.27,-0.02,0.58,0.4,1,0.303,0.0022,No
HH0003455,Ratnapura,Sabaragamuwa,Rural,3,0,3,146353.86,1,4,0,1,0,3,1,1,0,22.1,4.4,2638.56,-0.001,-0.143,0.386,0.081,0.57,0.32,0,0.176,0.0384,No
HH0003456,Gampaha,Western,Urban,9,0,9,185762.96,3,12,5,2,0,9,1,1,0,25.0,11.0,5328.32,0.287,0.311,0.328,0.309,0.72,0.39,1,0.327,0.7028,Yes
HH0003457,Hambantota,Southern,Rural,9,0,9,121687.01,0,18,2,5,0,13,1,0,0,19.5,5.2,3306.08,0.166,-0.112,0.131,0.062,0.64,0.26,0,0.435,0.183,No
HH0003458,Kurunegala,North-western,Rural,7,0,7,124470.32,0,4,4,3,0,14,1,1,0,14.0,5.7,2173.31,-0.057,0.221,-0.314,-0.05,0.52,0.03,0,0.281,0.0112,No
HH0003459,Kurunegala,North-western,Rural,7,0,7,142439.51,1,8,0,0,1,2,1,1,0,14.6,5.0,2723.75,-0.057,0.221,-0.314,-0.05,0.55,0.15,0,0.281,0.0722,No
HH0003460,Trincomalee,Eastern,Rural,2,0,2,117956.2,0,1,1,0,0,3,1,1,0,16.0,5.3,2418.57,-0.027,0.101,-0.064,0.003,0.44,0.16,0,0.2,0.0227,No
HH0003461,Kalutara,Western,Semi-Urban,3,0,3,231289.52,0,3,4,0,0,2,1,1,0,24.4,5.6,2616.7,0.024,0.114,0.232,0.123,0.56,0.36,0,0.097,0.0162,No
HH0003462,Gampaha,Western,Urban,2,0,2,188561.69,1,3,0,0,0,4,1,0,0,25.0,7.0,3924.03,0.287,0.311,0.328,0.309,0.63,0.37,1,0.327,0.3548,No
HH0003463,Ampara,Eastern,Rural,3,0,3,138152.25,0,2,1,0,1,1,1,1,0,19.5,5.2,3256.14,0.259,0.17,-0.182,0.082,0.57,0.1,0,0.229,0.1561,No
